date,pm25,pm10,o3,no2,co
2021-01-16,125,107,46,49,51
2021-01-17,126,108,46,43,51
2021-01-18,131,114,40,41,51
2021-01-19,151,117,36,51,51
2021-01-20,159,100,30,46,51
2021-01-21,114,106,46,47, 
2021-01-22,127,124,46,55, 
2021-01-23,183,120,46,53,51
2021-01-24,168,107,46,47,104
2021-01-25,127,122,38,38,51
2021-01-26,171,114,44,50, 
2021-01-27,185,112,46,52,51
2021-01-28,158,127,46,49,51
2021-01-29,194,122,42,43,51
2021-01-30,177,113,46,47,51
2021-01-31,148,113,46,50,51
2021-02-01,145,120,42,51, 
2021-02-02,171,119,42,37,51
2021-02-03,168,124,38,39,51
2021-02-04,183,123,36,26,51
2021-02-05,181,116, , , 
2021-02-06,156,105,46,50, 
2021-02-07,119,118,51,44,51
2021-02-08,161,114,51,31, 
2021-02-09,149,110,46,43,51
2021-02-10,137,120,48,41,51
2021-02-11,170,123,55,43, 
2021-02-12,177,138,57,62,77
2021-02-13,225,155,75,54, 
2021-02-14,279,143,75,47, 
2021-02-15,240,126,48,50,51
2021-02-16,190,118,30,51, 
2021-02-17,143,111,30,39,51
2021-02-18,139,92,32,32,51
2021-02-19,105,105,36,38,51
2021-02-20,138,113,46,41, 
2021-02-21,147,110,46,44,51
2021-02-22,137,115,34,57,51
2021-02-23,155,118,42,52,51
2021-02-24,164,121,65,33,51
2021-02-25,174,109,96,53,51
2021-02-26,124,97,96,70,104
2021-02-27,95,96,46,54, 
2021-02-28,102,93,110,68,51
2021-03-01,92,90,110,81,118
2021-03-02,107,100,80,69, 
2021-03-03,130,103,71,79,51
2021-03-04,106,105,71,93,118
2021-03-05,112,106,69,88, 
2021-03-06,104,114,69,189,51
2021-03-07,146,103,90,140, 
2021-03-08,113,97,90,88,51
2021-03-09,91,103,88,85, 
2021-03-10,103,103,53,88,133
2021-03-11,105,101,14,75,104
2021-03-12,99,109,73,68, 
2021-03-13,119,111,73,78, 
2021-03-14,126,94,63,81,51
2021-03-15,90,98,71,66,118
2021-03-16,103,114,71,104, 
2021-03-17,141,118,80,120,51
2021-03-18,148,108,94,102,51
2021-03-19,124,107,94,98,77
2021-03-20,119,100,80,84,118
2021-03-21,125,105,80,77, 
2021-03-22,132,109,73,75, 
2021-03-23,113,117,73,87,104
2021-03-24,148,122,75,89,77
2021-03-25,167,138,75,71, 
2021-03-26,200,133,80,65,104
2021-03-27,184,123,80,79,51
2021-03-28,155,116,80,70, 
2021-03-29,140,112,76,62,77
2021-03-30,132,102,76,97,85
2021-03-31,101,103,73,99,104
2021-04-01,121,86,71,44,104
2021-04-02,91,80,63,69,104
2021-04-03,79,88,71,85,104
2021-04-04,96,105,71,88, 
2021-04-05,109,101,61,67,104
2021-04-06,97,102, ,43, 
2021-04-07,98,110,57,36,51
2021-04-08,116,104,82,32, 
2021-04-09,102,105,82,35,51
2021-04-10,104,122,59,42,51
2021-04-11,136,112,76,40, 
2021-04-12,111,96,76,40, 
2021-04-13,92,93,63,36, 
2021-04-14,89,92,63,33, 
2021-04-15,88,90,59,33, 
