date, pm25, pm10, o3, no2, co
10-04-16,43,76,121,18, 
09-04-16,40,75,118,20, 
08-04-16,43,69,99,15, 
07-04-16,46,71,149,17, 
06-04-16,46,75,131,19, 
05-04-16,47,70,114,21, 
04-04-16,48,78,137,19, 
03-04-16,42,72,133,19, 
02-04-16,41,72,152,22, 
01-04-16,42,65,158,24, 
31-03-16,50,68,155,23, 
30-03-16,52,83,164,27,59
29-03-16,57,87,200,25,78
28-03-16,53,99,155,21, 
27-03-16,48,92,155,19, 
26-03-16,49,78,182, , 
25-03-16,65,79,182,23, 
24-03-16,76,109,177,33,59
23-03-16,67,122,110,42,62
22-03-16,57,108,119,37, 
21-03-16,52,98,120,32, 
20-03-16,51,91,119,28, 
19-03-16,49,90,76,39, 
18-03-16,48,81,94,60, 
17-03-16,42,74,94, , 
16-03-16,41,68,134, , 
15-03-16,34,69,143, , 
14-03-16,33,51,128, ,59
13-03-16,41,54,149, ,74
12-03-16,55,72,149,9,59
11-03-16,64,90,131,11,89
10-03-16,47,96,113,15, 
09-03-16,53,84,92,14, 
08-03-16,46,90,119,14, 
07-03-16,36,82,119,15, 
06-03-16,45,67,84,13, 
05-03-16,36,72,80,13, 
04-03-16,29,58,80,15, 
03-03-16,55,48,78,12, 
02-03-16,57,69,80,8, 
01-03-16,66,77,80,7, 
29-02-16,76,91,94, , 
28-02-16,77,102,94,5, 
27-02-16,74,98,74,5, 
26-02-16,65,96,75,7, 
25-02-16,58,81,119,6, 
24-02-16,73,74,152,5, 
23-02-16,69,100,152,6, 
22-02-16,56,90,113,7, 
21-02-16,61,70,96,5, 
20-02-16,62,73,96,6, 
19-02-16,63,74,92,6, 
18-02-16,76,86,92,7,59
17-02-16,77,103,98,7,80
16-02-16,63,98,98,16,104
15-02-16,61,104,100,21, 
14-02-16,51,104,100,9, 
13-02-16,49,80,80,9, 
12-02-16,49,70,80, , 
11-02-16,57,72,78, , 
10-02-16,71,90,65, , 
09-02-16,68,111,87, , 
08-02-16,59,107,122, , 
07-02-16,60,90,75, , 
06-02-16,68,96,36, , 
05-02-16,82,109,59, , 
04-02-16,67,120,96, , 
03-02-16,63,106,79, , 
02-02-16,65,102,58, , 
01-02-16,73,101,70, , 
31-01-16,86,110,75, , 
30-01-16, ,127,82, , 
29-01-16,68, , , , 
28-01-16,62,107,60, , 
27-01-16,59,102,86, , 
26-01-16,67,96,89, , 
25-01-16,78,104,72, , 
24-01-16,82,118,72, , 
23-01-16,73,125,31, , 
22-01-16,68,115,77, , 
21-01-16,67,104,74, , 
20-01-16,55,105,72, ,59
19-01-16,60,99,77, ,59
18-01-16,55,88,55, ,59
17-01-16,60,79,34, , 
16-01-16,65,82,27, , 
15-01-16,63,95,35,7, 
14-01-16,79,99,48,17, 
13-01-16,78,118,53,47, 
12-01-16,81,118,53,54, 
11-01-16,80,118,48,53, 
10-01-16,75,119,48,36, 
09-01-16,76,122,46,43,29
08-01-16,81,123,46,54,29
07-01-16,80,127,26,55, 
06-01-16,77,128,31,55,59
05-01-16,72,126,34,54,54
04-01-16,73,117,10,43,88
03-01-16, ,116,43,19,38
29-12-15,87, , , , 
28-12-15,86,137,8, ,88
27-12-15,83,135,31, ,73
26-12-15,77,130,53, , 
25-12-15,64,124,53, , 
24-12-15,58,109,50, , 
23-12-15,53,105,46, ,29
22-12-15,52,92,48, ,29
21-12-15,68,90,28, ,29
20-12-15,60,128,50, ,18
19-12-15,54,115,40, ,29
18-12-15,62,138,47, ,28
17-12-15,67,149,26, ,37
16-12-15,57,139,40, ,44
15-12-15,53,111,38, ,32
14-12-15,58,101,30, ,43
13-12-15, ,115,12, ,50
12-12-15,57, , , , 
11-12-15,61,107,34, ,25
10-12-15,74,93,36,7,33
09-12-15,78,99,42,7,33
08-12-15,97,128,37, ,39
07-12-15,189,123,37, ,41
06-12-15, ,119,37,7,52
05-12-15,85, , ,9,88
04-12-15,78,73,43,8,1
03-12-15,84,71,44,7,7
02-12-15,93,75,29,7,17
01-12-15,99,75,33, ,42
30-11-15,119,78,32, ,38
29-11-15,118,82,40, ,35
28-11-15,112,81,16, ,18
27-11-15,108,80,50, ,21
26-11-15,81,81,39, ,18
25-11-15,57,74,41, ,22
24-11-15,41,62,33, ,16
23-11-15,51,42,24, ,29
22-11-15,63,75,27, ,29
21-11-15,72,89,29, ,27
20-11-15,87,99,26, ,24
19-11-15,93,116,33, ,31
18-11-15,83,130,41, ,33
17-11-15,78,108,44,9,32
16-11-15, ,97,40,14,41
15-11-15, , ,44,57,44
14-11-15,153, , , , 
13-11-15,153,88,46,38, 
12-11-15,60,88,46,38, 
11-11-15,54,58,47,45,6
10-11-15,48,57,47,45,19
09-11-15,52,53,40,39,14
08-11-15,53,60,41,46,40
07-11-15,57,54,48,48,35
06-11-15,57,53,49,57,11
05-11-15,44,53,42,46,6
04-11-15,46,50,46,48,5
03-11-15,48,52,46,51,5
02-11-15,53,56,34,58,6
01-11-15,51,58,19,47,8
31-10-15,48,53,41,48,7
30-10-15,52,48,43,40,10
29-10-15,57,51,44,40,9
28-10-15,59,51,41,40,7
27-10-15,54,39,10,41,16
26-10-15,56,42,41,36,15
25-10-15,66,43,41,35,16
24-10-15,73,45,15,38,18
23-10-15,66,52,38,37,11
22-10-15,73,49,41,31,11
21-10-15,70,54,19,43,13
20-10-15,61,51,22,44,12
19-10-15,57,46,41,46,12
18-10-15,90,39,32,36,11
17-10-15,87,42,9,45,12
16-10-15,70,37,35,43,11
15-10-15,28,44,35,45,11
14-10-15,19,43,33,41,12
13-10-15,16,38,10,32,12
12-10-15,14,36,10,31,11
11-10-15,18,33,29,24,10
10-10-15,24,34,36,22,10
09-10-15,32,41,41,27,10
08-10-15,55,46,41,43,10
07-10-15,54,47,40,53,11
06-10-15,33,41,38,46,13
05-10-15,21,24,8,28,19
04-10-15,14,20,19,20,21
03-10-15,16,29,13,36,20
02-10-15,28,28,13,28,19
01-10-15,60,30,36,19,18
30-09-15,54,41,22,35,19
29-09-15,28,39,23,25,19
28-09-15,28,33,13,19,19
27-09-15, ,33,13,21,19
25-09-15,35, , , , 
24-09-15,24,38,18,25,21
23-09-15,19,36,9,24,7
22-09-15,25,39,13, , 
21-09-15,25,40,20,20,8
20-09-15,21,38,14,19,9
19-09-15,22,35,19,22, 
18-09-15,25,35,27,18, 
17-09-15,31, ,29,9, 
16-09-15,30,37,14,22,10
15-09-15,32,37,16,21,10
14-09-15,34,40,14,11,4
13-09-15, ,41,37,10,4
12-09-15,38, , , , 
11-09-15,38,30,23,18, 
10-09-15, ,29,22,18, 
09-09-15,50, , , , 
08-09-15,50,41,32,21, 
07-09-15, ,41,32,21, 
06-09-15,74, , , , 
05-09-15,68,54,28,35,4
04-09-15,55,52,33,31,6
03-09-15, ,47,42,20,23
01-09-15,39, , , , 
31-08-15,36,37,47,31,26
30-08-15,23,36,48,27,25
29-08-15,23, ,10,26, 
28-08-15,25,34,10,26,20
27-08-15,31,34,19,23,20
26-08-15,26,37,30,24,17
25-08-15,23,34,50,26,21
24-08-15,18,32,27,33,18
23-08-15, ,31,34,38,19
19-08-15,49, , , , 
18-08-15,47,57,51,23,11
17-08-15, ,56,48,23,10
15-08-15,43,64, ,27, 
14-08-15,44,63,38,26,21
13-08-15, ,59,38,26,21
08-08-15,18, , , , 
07-08-15,14,21, ,17, 
06-08-15, ,18, ,15, 
05-08-15,21,23, ,14, 
04-08-15,23,22,19,14,36
03-08-15,26,21,19,16,35
02-08-15,23,21,31,11,13
01-08-15,20,23,31,11,8
31-07-15,21,19,17,15,11
30-07-15,23,19,17,16,12
29-07-15,25,19,29,19,9
28-07-15,22,21,24,16,10
27-07-15,23,19,30,18,10
26-07-15,24,21,26,13,11
25-07-15,20,21,31,13,10
24-07-15,21,21,29,18,11
23-07-15,21,22,17,19,14
22-07-15,20,21,27,16,13
21-07-15,24,20,22,18,12
20-07-15,26,22,22,17,15
19-07-15,31,22,28,10,12
18-07-15,31,26,27,13,9
17-07-15,31,34,27,13,9
16-07-15,34,71,22,14,22
15-07-15,39,46,22,14,25
14-07-15,38,47,21,13,28
13-07-15,37,40,26,13,28
12-07-15,37,34,28,14,30
11-07-15,23,29,10,13,30
10-07-15,21,25,37,12,24
09-07-15, ,24,37,12,20
